Date,Close_nasdaq,Close_spy,Close_aapl,Close_msft,Close_amzn,Close_brkb
2001-01-02,2291.860107421875,128.8125,0.265625,21.6875,0.6937500238418579,48.220001220703125
2001-01-03,2616.68994140625,135.0,0.2924109995365143,23.96875,0.878125011920929,46.70000076293945
2001-01-04,2566.830078125,133.546875,0.3046880066394806,24.21875,0.7749999761581421,45.880001068115234
2001-01-05,2407.64990234375,129.1875,0.2924109995365143,24.5625,0.7281249761581421,44.97999954223633
2001-01-08,2395.919921875,130.1875,0.295758992433548,24.46875,0.746874988079071,44.84000015258789
2001-01-09,2441.300048828125,129.84375,0.3069199919700622,25.90625,0.8187500238418579,44.0
2001-01-10,2524.179931640625,132.125,0.295758992433548,26.4375,0.824999988079071,44.86000061035156
2001-01-11,2640.570068359375,132.25,0.3214290142059326,27.5,0.8500000238418579,43.400001525878906
2001-01-12,2626.5,132.0,0.3069199919700622,26.75,0.8843749761581421,43.79999923706055
2001-01-16,2618.550048828125,132.84375,0.3058040142059326,26.28125,0.903124988079071,44.540000915527344
2001-01-17,2682.780029296875,133.453125,0.3002229928970337,26.46875,0.918749988079071,45.09999847412109
2001-01-18,2768.489990234375,134.78125,0.3337050080299377,27.75,0.975000023841858,45.380001068115234
2001-01-19,2770.3798828125,134.015625,0.3482140004634857,30.5,0.996874988079071,44.84000015258789
2001-01-22,2757.909912109375,134.90625,0.34375,30.0625,0.925000011920929,44.84000015258789
2001-01-23,2840.389892578125,135.96875,0.3660709857940674,30.28125,0.947655975818634,44.720001220703125
2001-01-24,2859.14990234375,136.375,0.3660709857940674,31.46875,1.09375,44.31999969482422
2001-01-25,2754.280029296875,136.03125,0.3560270071029663,30.90625,0.949999988079071,44.47999954223633
2001-01-26,2781.300048828125,135.875,0.3493300080299377,32.0,0.975000023841858,44.47999954223633
2001-01-29,2838.340087890625,136.60000610351562,0.3872770071029663,32.25,1.006250023841858,44.58000183105469
2001-01-30,2838.35009765625,137.8000030517578,0.3883930146694183,31.6875,0.946874976158142,45.52000045776367
2001-01-31,2772.72998046875,137.02000427246094,0.3861609995365143,30.53125,0.8656250238418579,45.0
2001-02-01,2782.7900390625,137.92999267578125,0.3772319853305816,31.1875,0.8125,46.0
2001-02-02,2660.5,134.8000030517578,0.3683040142059326,30.40625,0.71875,46.63999938964844
2001-02-05,2643.2099609375,135.7899932861328,0.360491007566452,30.96875,0.721875011920929,46.02000045776367
2001-02-06,2664.489990234375,135.38999938964844,0.3772319853305816,31.28125,0.7906249761581421,45.5
2001-02-07,2607.820068359375,134.69000244140625,0.3705359995365143,32.34375,0.75,45.0
2001-02-08,2562.06005859375,133.1199951171875,0.3705359995365143,31.125,0.71875,46.060001373291016
2001-02-09,2470.969970703125,131.83999633789062,0.3415180146694183,29.5625,0.668749988079071,45.84000015258789
2001-02-12,2489.659912109375,133.35000610351562,0.3515630066394806,29.375,0.7250000238418579,46.29999923706055
2001-02-13,2427.719970703125,132.25999450683594,0.3415180146694183,29.09375,0.6875,46.959999084472656
2001-02-14,2491.39990234375,132.05999755859375,0.3482140004634857,29.1875,0.721875011920929,46.459999084472656
2001-02-15,2552.909912109375,133.33999633789062,0.358258992433548,29.40625,0.7250000238418579,46.43999862670898
2001-02-16,2425.3798828125,130.39999389648438,0.3392859995365143,28.65625,0.684374988079071,46.560001373291016
2001-02-20,2318.35009765625,128.38999938964844,0.327008992433548,27.9375,0.625,45.7400016784668
2001-02-21,2268.93994140625,125.62000274658205,0.3370540142059326,28.125,0.596875011920929,45.68000030517578
2001-02-22,2244.9599609375,125.80999755859376,0.3359380066394806,27.59375,0.596875011920929,45.7400016784668
